REFERENCE_ID,PMID,Label,Score
1642862,23591930,0,0.7635011
2830804,25938820,0,0.762704353
3404555,22571419,0,0.762240078
3269236,25964012,1,0.760008264
3859556,28684711,1,0.759369875
749416,21682740,0,0.759295208
2534628,25285824,0,0.758660213
199424,19778366,0,0.758398119
1935954,23850144,0,0.756970286
91310,17384761,0,0.756777374
2014430,23968387,1,0.755918282
2230338,24486493,0,0.755524992
199750,19731973,0,0.755328522
3603251,28212639,1,0.753847064
87681,16393927,1,0.753403291
1258300,22906168,1,0.753243839
3355731,27392621,0,0.753230355
831343,21889786,0,0.752696394
4248757,27239507,1,0.752542381
1721611,23008468,0,0.752075485
2252453,24598283,0,0.751701973
90489,16757505,1,0.751461898
2533410,25451016,1,0.751437132
1727826,22743679,0,0.751132994
1011337,22020729,1,0.751010727
3384698,22589465,0,0.749142792
3840145,28547375,0,0.74846678
2536166,25105236,0,0.748405074
2991272,25614339,0,0.747779905
378580,20117766,0,0.747297721
4335826,27128169,0,0.747162333
3021562,25985015,0,0.74707331
1895438,23859081,0,0.745697203
195140,18709151,1,0.744624341
2823542,25625652,1,0.744155372
387113,20088738,0,0.743313127
1274288,21765027,0,0.742843522
3035299,25978345,0,0.74269823
96491,16648242,0,0.742321794
3355808,27384326,1,0.742133499
2473760,20398237,0,0.74165244
1521026,23364939,0,0.740550461
1723690,22418276,0,0.74037435
199990,19440967,0,0.739999367
3332092,21923758,0,0.738040574
1256429,22535226,0,0.73715894
1600028,23676269,0,0.736216159
180380,18801926,0,0.73405169
1525834,23177171,1,0.733009889
2538623,24879650,1,0.732425103
3255884,25113462,0,0.73210549
11987,9723851,0,0.731439695
2230358,24484614,0,0.730849018
2232000,24302272,1,0.730673659
1274333,22846775,0,0.728131899
3859559,27513854,1,0.72751019
2535448,25186732,1,0.727176552
2874903,21093281,0,0.726244823
3074445,26667330,1,0.725035204
89800,16674831,0,0.724619356
4291042,22431637,0,0.724252466
195864,18524839,0,0.724039676
839873,21522190,0,0.72387665
93031,17727917,1,0.723413339
1640416,21942967,0,0.722802897
758859,21305890,0,0.721337854
3409229,21425931,0,0.721204085
12072,10586969,0,0.720521967
1258304,22811494,1,0.720028738
2560636,22897345,0,0.720018305
749086,21690606,0,0.719450574
2333425,24103449,1,0.718321998
4349898,24151292,0,0.718242252
3019869,26324463,1,0.718056168
1050299,22408045,0,0.717908273
1729511,23228906,0,0.717223012
621169,19031890,0,0.716890338
199758,19302171,0,0.716869455
596390,16466656,0,0.715942925
596367,18848842,0,0.715878514
1255204,22239864,1,0.71556307
625026,20335815,0,0.715111494
1668355,23043133,0,0.714338994
2534859,25257962,0,0.714192209
4322287,22698755,0,0.713570542
2990722,26133026,1,0.713012335
87538,16222164,0,0.712949562
749258,21466555,1,0.712690518
596479,20054619,0,0.712429998
594284,19014608,0,0.712214397
2332316,23471349,0,0.712069955
3403633,24407512,0,0.71165553
2094260,23666750,1,0.710519068
156448,18414626,1,0.708843089
2369599,24374589,1,0.708308282
596414,16263182,0,0.708074053
1256440,22732313,1,0.707872956
2577338,21350338,0,0.707175352
194160,19279340,1,0.706903785
79202,14704137,1,0.706764918
3070651,26646382,0,0.706126187
2535116,25226341,1,0.705971867
3399117,24465010,0,0.704974774
951652,19418813,0,0.704164909
87895,16046604,0,0.704139292
3382906,24081611,0,0.703641714
2538043,24928893,0,0.703512103
387127,20085630,0,0.702902692
196720,19017701,0,0.701703037
1073666,22474022,1,0.701617235
749260,21595935,1,0.701049173
4256424,21350341,0,0.70033899
4347833,24715539,0,0.70019289
55608,14979506,0,0.700037364
383413,20060145,0,0.699950816
195818,19478670,0,0.699416429
1312769,22084626,0,0.69842121
195862,17925423,1,0.696290344
4317022,23830632,0,0.695445229
90969,16870661,0,0.695128818
93256,18007990,1,0.694629411
74095,15929897,0,0.694605899
2830685,25947316,0,0.694521969
723764,21156397,0,0.693085425
2826673,25861815,1,0.69293681
3603722,28153529,1,0.691430281
2843859,25713198,0,0.691327049
1095720,22470291,1,0.691296268
1258308,22752385,1,0.689822021
98930,18297184,0,0.689030298
2993261,25959700,0,0.688845785
2535344,25194677,0,0.686065074
2094196,23734168,1,0.685627304
4307028,22523205,0,0.685482774
596394,15516495,0,0.684560049
51687,12801312,0,0.684517201
201544,19833740,0,0.684360865
3261082,27023334,0,0.68428498
1255379,22309254,1,0.682822633
3401536,23851193,0,0.682784048
3075055,26667334,1,0.682579262
1798829,23872247,1,0.681905684
4310611,21749317,0,0.681753602
13133,12825151,1,0.680076975
2022017,21723014,1,0.679919361
628626,15479280,0,0.679218053
42245,12579457,1,0.678869533
3008567,26298834,1,0.678847145
3365837,26667335,0,0.678455488
2231860,24319276,1,0.678132245
91064,17446338,0,0.677812765
38645,7663815,0,0.676149032
772665,20541596,0,0.67606177
4301845,23381736,0,0.675364809
2533566,25430603,0,0.674411588
2693366,22723982,0,0.67411248
596368,19444957,0,0.67340009
195840,15337296,0,0.672876045
4169665,28749779,0,0.672192939
195855,19648130,0,0.672123813
608933,18767640,0,0.670299976
2234252,24046350,1,0.670055964
783780,21502174,0,0.669892673
758472,21776200,0,0.669818135
35452,12122568,0,0.669578081
12071,10677142,0,0.669521593
196637,18036253,0,0.668801482
4342202,25044814,0,0.668221125
3019732,26340650,1,0.667482129
4309300,25294918,0,0.667269606
1561058,22392689,0,0.667009849
647266,20717546,0,0.66643018
3014658,25577313,1,0.666119403
2019855,22184237,0,0.665918646
758517,21453913,1,0.665786383
379993,20190657,1,0.665412417
4291772,21324548,0,0.665297309
1060384,21947659,1,0.665014461
601307,17695914,0,0.664909268
1256433,22552907,1,0.664751694
4310731,22348546,0,0.664112419
87680,16581541,0,0.663344425
3382865,24188383,0,0.66333284
3025363,25926133,0,0.663175473
196558,16537473,0,0.662213985
2334173,23434795,0,0.662173205
3012725,25793355,0,0.662032102
191913,19234105,0,0.661996073
2292931,23549272,0,0.661494124
749433,20816188,1,0.661465202
19683,11529890,0,0.661083928
3415758,22811004,0,0.660815007
3415743,23024208,0,0.660638002
842616,20884669,0,0.660403446
2524999,25119737,0,0.660132752
697278,21343247,0,0.659807942
191588,19020849,0,0.659762445
418827,17987466,0,0.659514829
2557446,23202637,1,0.65933959
4309498,24591713,0,0.659056313
594283,19318670,0,0.658663571
1532691,22868897,0,0.658225826
92856,17700247,1,0.657762198
1554005,21937678,0,0.657716781
2840280,25951420,1,0.657443236
88677,15536489,0,0.657185145
1520407,23429406,0,0.654709462
4336335,26270157,0,0.654489669
3429774,27153213,1,0.654222873
3860974,28731859,0,0.654121379
3361360,26908518,0,0.653953602
3010567,26045425,0,0.653826852
1640381,23729683,0,0.653082939
98629,17563603,0,0.652930823
30114,9804592,0,0.652659151
1274328,22809899,0,0.652394749
191558,17803646,0,0.651658161
4319170,21722416,0,0.651227123
86756,9655734,0,0.650706915
42051,2914568,1,0.650089348
196610,17586033,0,0.649717927
2446739,24694836,0,0.649253051
1669067,22049372,0,0.648847256
2991436,25004934,0,0.648666414
2275209,23987814,0,0.648578169
606557,19320269,0,0.648147015
846967,21835727,0,0.648034018
1274309,22366988,1,0.64730895
1632336,23750510,1,0.646944914
2214261,24148996,1,0.646919191
4300762,23525744,0,0.646833959
2547674,24040961,0,0.646540444
1913987,23548644,1,0.645911257
677233,21131253,0,0.645401397
2832386,25814303,0,0.64523281
91253,16966101,0,0.645215081
3298963,23363481,0,0.644403836
918510,21305893,0,0.644357101
2084171,22404461,0,0.643538075
2569440,22072445,0,0.643257649
196715,18988661,0,0.643223018
1094011,21252304,0,0.643080761
2535602,25167820,0,0.642624032
1065793,21875539,0,0.642535609
92842,17924263,0,0.642408612
179945,19150462,1,0.641557762
4349875,22813739,0,0.640374795
2232606,24243740,0,0.640231741
1849329,22897484,0,0.640113953
23150,11844508,1,0.640048649
4309268,22226246,0,0.640007617
3074522,26667329,1,0.639513109
2369616,24476365,1,0.639458811
1546762,22218943,0,0.639412774
193783,19590696,1,0.639074406
3405936,22244306,0,0.638845679
1526893,22805117,0,0.6384603
628538,20384440,0,0.638269038
624932,20214997,0,0.637449461
1670647,24792855,0,0.63694296
2534995,25242883,0,0.636886346
10939,10573232,1,0.636623103
88377,16053064,0,0.636497827
3454773,28002975,1,0.636400553
11973,10910115,1,0.636065426
96146,17675655,0,0.635711031
2348784,24866079,0,0.635650319
749269,21534884,1,0.635170699
155792,10346989,0,0.63463333
2083203,12826415,0,0.634432431
1722121,23421484,1,0.634353844
2834951,25564368,0,0.634230201
2080873,23333210,0,0.634173592
4256015,27267702,0,0.634029466
2856570,26022408,1,0.633698322
387073,20089338,0,0.633037754
2094363,23805824,1,0.632282707
1061836,21985705,1,0.631940601
4309394,24550302,0,0.631846075
53778,12915105,0,0.630870854
1419410,23108284,1,0.630252345
3454823,27779870,0,0.628979583
4294321,23343093,0,0.628943995
2270615,24391708,1,0.628481395
93027,18091001,0,0.628278764
1668178,23361443,1,0.627520302
626540,20194081,0,0.627464751
567661,16616710,0,0.627046511
4246419,27694184,0,0.626846869
57062,14761677,0,0.626558668
3001568,26230369,0,0.626428589
1257944,19930544,0,0.625218476
647265,20729350,1,0.625147453
1722390,22981845,0,0.624949362
548793,19864219,0,0.624558399
625028,20386173,0,0.624515852
156818,18405952,1,0.624085627
58731,10051250,0,0.623721243
596420,17854713,0,0.623681838
3402424,23265317,0,0.623607433
2234208,24051894,1,0.622980458
732646,20702540,1,0.622904526
3454595,28012404,1,0.62257704
670301,20403968,0,0.621800308
196983,17618715,0,0.621684322
197793,16752907,0,0.621628704
786571,21665568,0,0.621143373
102170,20077130,0,0.620896606
2534436,25310992,1,0.620667961
4318406,23859561,0,0.620539565
190639,19673252,0,0.620240113
180174,17659818,1,0.620187224
4287016,16310233,0,0.619897481
2093901,22096575,0,0.619613736
97816,15020293,0,0.618216005
2535370,25193994,0,0.61783943
758480,19672415,0,0.617707188
80797,8872648,0,0.617688071
30190,11262925,1,0.617123383
841589,21808599,0,0.616716653
4319808,21839827,0,0.615857663
1270,10445623,0,0.615737287
596365,15733536,0,0.615286486
2520694,24635661,0,0.614981763
93290,17655991,1,0.613319769
594252,20056967,1,0.613125309
2331242,23701364,0,0.612476782
4302590,22053845,0,0.611962988
48167,12832283,0,0.611636197
2896309,24719466,0,0.611400595
647084,19783339,0,0.611392421
4311514,25614660,0,0.611149526
1081368,22066571,1,0.61084258
4345528,23085839,0,0.610588715
594410,20084840,0,0.610399027
3067844,26667333,1,0.610369292
14895,10783135,0,0.610014203
4244531,21944876,0,0.609728997
4248455,27411672,0,0.609688256
2995784,25763598,0,0.609387252
1255463,22763390,0,0.609286197
1255301,21193517,0,0.608587621
195653,18419934,0,0.607799719
195177,19468016,1,0.607403838
34711,12204869,0,0.607219555
1073531,22586068,0,0.607159177
2534860,25257961,0,0.606619033
4314973,25659974,0,0.606464149
191661,16460853,0,0.606394831
2098800,21733606,0,0.606271196
1502960,22513735,0,0.606221858
4320179,20728960,0,0.605531601
3603327,28202265,1,0.605497401
1576656,22493259,0,0.605398869
3400068,26120031,0,0.605004592
2334558,23997172,1,0.604864521
191424,15948836,0,0.604631776
87958,16288747,0,0.604335824
76022,7812569,0,0.603805823
1006139,22138703,1,0.603723737
3382809,26307426,0,0.603620723
737603,21276837,0,0.603031394
4310165,27188497,0,0.602913552
196422,15498043,0,0.602787099
628542,19796798,1,0.602547014
832644,21680243,0,0.602508382
1668153,23454700,0,0.602308353
378559,20123758,0,0.601148013
2095420,22082316,0,0.601093532
2139687,20449221,0,0.600870186
87721,16443803,1,0.600794765
2555659,23354156,1,0.600595626
1056566,22035926,0,0.600555005
93690,12122573,1,0.600347704
4311399,23865417,0,0.599961619
76673,15096493,0,0.599922211
4246726,28646314,0,0.599788871
4308001,22718311,0,0.599658755
3136489,26340296,0,0.598940583
4310504,21565154,0,0.598905632
156177,18847462,0,0.598768223
837934,22112623,0,0.598754537
41632,11994090,0,0.598570034
83593,9039853,0,0.597504286
2380677,24813727,0,0.5974481
757782,21530391,0,0.596769135
2446326,24641287,0,0.596683689
2089225,22306553,0,0.596536575
1668390,22978704,0,0.596195269
2519636,25192402,1,0.596194546
4329130,22921811,0,0.596111708
89503,15261783,0,0.596092412
2539655,24779854,1,0.595151189
597250,20064780,0,0.592775197
1267,10445622,0,0.592371162
2214264,24086549,1,0.592108172
196680,19079727,0,0.591761569
2835382,25517137,1,0.591661192
3383086,23527794,0,0.591507932
2032389,23749097,0,0.591024002
783944,21447453,1,0.590981569
4302997,22052717,0,0.590979385
3404249,26030663,0,0.590832545
76063,7992316,1,0.589852599
2444556,23836463,0,0.589450813
79203,8820584,0,0.588706393
4249908,24988093,0,0.588101184
2095575,23376518,0,0.588083865
195720,18021762,0,0.588038212
749396,21211691,1,0.587322
644183,20444212,1,0.587239393
55599,15061616,0,0.587095578
82671,9009505,0,0.586902471
2533990,25368149,0,0.586810628
596392,17575079,0,0.586697424
2411546,24926321,0,0.586140429
1668267,23182954,1,0.585835085
2554902,23421486,1,0.585832899
4351777,29367703,0,0.585489939
3075518,26563640,0,0.585042399
4339223,27432987,0,0.584464432
3454200,27806308,0,0.583947583
1254856,21441173,0,0.58384443
89784,16675415,0,0.583432417
1668057,23710262,0,0.583432396
628560,20391116,0,0.583425358
679714,16913868,0,0.583339336
668928,18513223,0,0.582434795
201574,19389874,0,0.582252134
1719393,21988569,0,0.58189957
2348703,24758249,0,0.581033474
89256,16095670,0,0.580719105
2369690,25072716,0,0.580393825
2488978,24372544,1,0.579984288
1668656,22579357,1,0.579497234
3021128,26234972,0,0.579354662
88681,16503975,0,0.578854655
596447,16387594,0,0.578712366
3288147,26865340,0,0.578542435
4302941,28551080,0,0.578470751
1668362,23033980,1,0.578212651
777025,28312352,1,0.578211744
596385,19356678,0,0.577597261
191426,19017113,0,0.577564709
112994,16966088,0,0.577393207
1668845,22306555,0,0.577185389
89814,16698809,0,0.577182549
3014709,25572272,0,0.57712463
199779,19324451,1,0.576763529
4291029,22434274,0,0.5766882
180458,15804724,0,0.576560201
88668,16140630,0,0.576096301
88746,16537350,0,0.575763358
24945,12122577,0,0.575626303
1728976,23153614,0,0.575392026
3008722,26276052,0,0.575276928
3254636,25980459,0,0.575002915
3012493,25817736,0,0.574977767
2461468,24246133,0,0.574425764
385020,19809794,1,0.574254156
4291379,21631535,0,0.574095024
202801,20049132,0,0.573951271
2462169,24662002,0,0.573351474
1255409,20664652,0,0.572940448
3255799,26667331,1,0.572939066
4246997,28554113,0,0.572794576
4300502,23181680,0,0.572715164
2336688,23942393,0,0.572691541
4245548,29329427,1,0.572459072
3383285,24321873,0,0.57236844
55613,14684720,0,0.572141985
733092,21030406,0,0.572032481
2252087,25264424,0,0.571866468
4350346,23876676,0,0.571772851
4297810,20955078,0,0.571724262
88988,16319549,0,0.571687516
4312029,26272552,0,0.570959557
3359213,27160658,1,0.570940174
96433,17886044,0,0.570617414
191616,17356805,0,0.570454571
626521,16264058,0,0.570282365
1639313,23594435,0,0.569892203
3060878,26680605,1,0.569684034
2331723,24598907,0,0.569498136
625501,20371422,0,0.569356032
4324871,24379391,0,0.569159535
2369703,25105753,0,0.569042688
4326262,23967002,0,0.568837623
2331702,24738119,1,0.56819592
2552266,23637846,0,0.567824635
3007799,26408041,0,0.567468905
2333897,22475995,0,0.567129655
3257642,26476412,0,0.566763699
30473,12113386,0,0.566667788
1998331,23504903,0,0.566617183
2534377,25318591,1,0.566580766
95552,15562633,0,0.566407361
3411987,21051454,0,0.566230767
3844789,28408613,1,0.566026349
732551,21547815,1,0.565922076
843770,21896396,0,0.565463115
626767,20489649,1,0.564404433
2284938,24284359,0,0.564271475
3603207,28216595,0,0.564069974
3073735,26681363,0,0.563816243
596366,16603924,0,0.56377321
89818,16907939,0,0.563633596
89458,15887891,0,0.56337284
664492,20923746,0,0.562889321
3383458,24417414,0,0.562885557
2478011,21445718,0,0.561963211
3304139,26920548,1,0.561890151
844067,21228777,0,0.561842902
4293684,24862270,0,0.561770348
90771,16455832,0,0.561723999
4348373,24599491,0,0.561573004
3360595,27005744,0,0.561296241
2673732,23586621,0,0.561012533
4316396,25074586,0,0.56018158
2551491,23714144,0,0.559984202
3425737,27541680,1,0.559779163
4302400,27208297,0,0.559540035
596422,18007984,0,0.559331722
3006934,26501308,0,0.558337665
2164051,23136071,0,0.558240683
3073708,26761628,0,0.558072506
4309211,23148274,0,0.558012965
4297453,21531897,0,0.557761811
630284,17513263,0,0.55762639
3334467,23378379,0,0.557335744
2570518,21980172,0,0.556897766
4167139,29247675,1,0.556631594
615060,17365589,0,0.556149908
1524363,21388415,0,0.556052163
1666725,23611182,0,0.55602864
1056143,22189374,0,0.555891616
35266,11789916,0,0.555876115
4337585,23506300,0,0.555624557
80811,8908255,0,0.555124927
3332028,21856655,0,0.555022516
82696,9039855,0,0.554850262
783874,21467938,0,0.554696
387683,20006373,0,0.554610207
77168,8307843,0,0.553869365
4317600,21576261,0,0.553794343
625419,20002655,0,0.553443923
4310485,22628560,0,0.552927092
836414,21776240,0,0.552672646
1524773,23235891,0,0.55250376
4312910,23171407,0,0.552499312
2233708,24103349,1,0.55230574
90970,12153968,0,0.551214042
35575,12434531,0,0.551202034
3073760,26606504,0,0.550574652
837140,21684539,0,0.550008253
156760,18647382,0,0.54980637
197803,18929643,0,0.549524044
196563,16882530,0,0.549522686
25327,11595381,0,0.549147819
4322525,21717992,0,0.548764526
759698,21561831,0,0.548029647
4309734,23504722,0,0.548010896
2556438,23283603,0,0.547985354
4306775,24730578,0,0.547939197
4347606,27881987,0,0.547901845
92830,17845720,0,0.547895696
1525553,23067103,1,0.547716505
1255216,22669499,0,0.547625113
190068,18813023,0,0.547448751
843461,19478970,0,0.547410464
4316252,25039271,0,0.546649629
97348,18048809,1,0.545763869
155939,18508356,0,0.545716733
4297431,21571669,0,0.545325651
93196,17372291,0,0.544919099
1668478,22863656,0,0.544689039
2080602,19280026,0,0.544633758
4313766,25278950,0,0.544511557
196950,17968627,0,0.544351898
77448,7565492,0,0.544290348
3008181,26370657,0,0.544265672
4287013,17360371,0,0.544081154
4299249,22158009,0,0.543931289
3403034,26579134,0,0.543564463
3420194,27611476,0,0.542749784
2214257,24200465,1,0.54237092
191696,18194424,0,0.54230046
88747,16205787,0,0.541957269
190895,19285709,0,0.541628213
4312858,28892172,0,0.541452199
749248,21131400,1,0.541212506
757777,21729301,0,0.541122833
16908,10321353,0,0.540920505
3861621,28654881,0,0.54083504
2826788,25674828,0,0.540604652
195868,19406394,0,0.540236345
4351287,21815980,0,0.539714271
2541121,18267906,0,0.539496299
674145,15070820,0,0.539440119
57276,15282198,0,0.539036487
807117,22000598,1,0.538871573
98184,15673091,0,0.538710474
4354144,20933297,0,0.538478569
857527,21193385,0,0.538346166
88271,16835057,0,0.538266778
50460,12676630,0,0.538154316
87531,15824556,0,0.538087705
1526403,23139849,1,0.537901353
2676695,22563119,0,0.537734545
4248511,21527624,0,0.53728215
90692,17470616,0,0.537181282
3287156,24607649,0,0.537080417
613669,16754528,0,0.536940479
3073782,26515429,0,0.535916778
2366454,24681256,0,0.535847015
2534723,25277761,0,0.535352941
757776,21695031,0,0.535323159
87554,16081523,0,0.535230693
199438,16846632,0,0.534601262
4326233,24161359,0,0.534444378
3386022,24324479,0,0.534062902
4316696,22716957,0,0.534029277
2463613,23904447,0,0.53373526
3840184,28408086,0,0.533734667
5654,10852757,0,0.533672272
13072,11114789,0,0.533549174
86165,9473859,0,0.533517807
42647,15720649,0,0.533339832
2680128,23742111,1,0.533332377
4314761,24471835,0,0.533233366
4312057,20932601,0,0.533194574
186963,17176397,0,0.533183773
19845,11480500,0,0.533082361
625034,20339147,1,0.53300661
3384728,25943276,1,0.532957557
3862115,28598271,0,0.532925373
387706,20063998,0,0.532845513
4296602,21574551,0,0.532598859
1254888,22531667,0,0.532511959
1913543,23865242,0,0.532507144
3421923,27551089,0,0.532472903
3402284,25524746,0,0.532385941
4303975,26197346,0,0.530691156
93029,18188997,0,0.530566533
699419,19822555,0,0.530481105
1668664,22568640,1,0.529972385
3862912,28516905,0,0.529810163
2337712,23781224,0,0.528609931
2336778,21374050,1,0.528521176
201549,19477266,0,0.528434623
93074,15591972,0,0.528393821
2533773,25398188,0,0.528240909
4287066,21309974,0,0.528092339
4300693,23896897,0,0.528089071
191441,16815612,0,0.527585722
3420409,26559808,1,0.527113762
4302394,27034327,0,0.526184755
603236,19557609,0,0.52531863
3409353,21819533,0,0.525101127
193829,18480732,1,0.524882113
84265,9309986,0,0.524847609
596449,18335111,0,0.524833931
28877,8071945,0,0.524539802
4252702,24769259,0,0.524452563
1544598,22138967,0,0.524393549
2079145,23872581,1,0.523815938
3385016,26348016,0,0.52378327
1256654,22148428,1,0.523709718
80830,8630571,1,0.523669306
191656,17655989,1,0.523649612
1258313,22829799,0,0.523584057
1597212,23457430,0,0.523276787
1258301,22525484,1,0.522289204
98820,16203261,0,0.522101329
157384,18379431,0,0.521766619
2214262,24096040,0,0.521506005
4249863,23613368,1,0.521340867
145956,18087591,0,0.520953742
1056382,21515291,0,0.520855559
1065946,19130922,0,0.520623107
4299507,21459829,0,0.520019965
625764,19854743,1,0.519746097
3362574,26745856,1,0.519315721
2495699,23525155,0,0.519187553
2993265,25862833,1,0.518857801
3384803,25788732,0,0.518853446
4296969,22744983,0,0.518465632
40451,26355372,1,0.518154725
674678,21142065,0,0.517667639
35654,11699188,0,0.517625398
4246223,28894910,1,0.517177751
1532499,22878412,1,0.517048447
4347122,22121518,0,0.516864059
2333413,23822639,0,0.516429344
3841561,33117431,1,0.516141573
625424,19744757,0,0.515869103
4321993,24157214,0,0.515730696
2095457,15536488,0,0.515688869
3227597,28659994,0,0.515431456
378710,18985076,0,0.515360875
380093,20090751,0,0.514869667
2230057,24517884,1,0.514740026
156038,17110574,0,0.514716175
2375976,24318675,0,0.5146988
2347637,25085846,1,0.513708575
156433,18328105,0,0.513679722
1530886,22946485,0,0.51364471
2082953,22098558,0,0.512931695
2336632,23164675,0,0.512850114
39357,8466113,0,0.512811405
2379642,24467903,0,0.512717891
199313,20111684,1,0.512425422
199914,15612961,0,0.512198879
386341,19942276,0,0.512146734
3346760,25840999,1,0.511923915
2842961,24929073,0,0.511804923
783759,21477906,1,0.511495203
3862627,28552468,1,0.510797882
4330515,23755284,0,0.51075788
670826,11994713,0,0.510715547
2839283,25694814,0,0.510552386
3383883,27404993,0,0.510147432
157160,18569620,0,0.510107363
596407,16579517,0,0.509928684
1602525,18497128,0,0.509234294
196613,17687721,0,0.509100925
40668,7168440,0,0.508853301
19401,11675271,0,0.508738671
670846,20833756,1,0.508366301
156621,18795161,0,0.508276001
3283076,24905551,0,0.508182942
596381,16854782,0,0.50766851
3410469,22432590,0,0.507583092
