REFERENCE_ID,PMID,WOSID,DOI,TITLE,AUTHORS,YEAR,ABSTRACT,header_num_2013,header_text_2013,header_num_2020,header_text_2020
38665,8196997,WOS:A1994MY96300005,10.1002/ppul.1950170306,Acute effects of ambient ozone on respiratory function of Swiss schoolchildren after a 10-minute heavy exercise,"Braun-Fahrlander, Ch; Kunzli, N; Domenighetti, G; Carell, CF; Ackermann-Liebrich, U",1994,"This study was conducted in Switzerland between May and October 1989 to assess possible decrements in lung function occurring as a result of 10 minute exposure to ambient air containing different ozone concentrations. Once a month, 128 children in two different areas of Southern Switzerland (Chiasso and Aurigeno) had a pulmonary function test before and after a standardized 10 minute exercise (pulse rate, 170/min) on a cycle ergometer, outdoors. Ozone concentrations were similar in both areas, ranging from 40 to 157 micrograms/m3 (1/2h means) during the exercise tests. The two communities differed with respect to long-term average pollution levels. The mean <B>NO2</B> concentration over the six months study period was 70 micrograms/m3 in Chiasso and 18 micrograms/m3 in rural Aurigeno. Of the eligible children 85% participated and attended 4-6 tests. Parents completed a standardized questionnaire on family background, home characteristics and the child's early and present illness history. A total of 500 acceptable pairs of spirograms and corresponding ozone concentrations (average 3.8 per child) were available for analysis. Regressions of each individual's pre-post differences of FVC, FEV1 and peak flow on ozone concentrations measured during the outdoor exercise indicated that elevated ozone levels significantly reduced peak flow values. Adjustments for temperature and relative humidity increased the magnitude of the peak flow slopes. The average adjusted regression coefficient for delta-peak flow on ozone was -2.28 mL/s/micrograms/m3 (95% CI, -0.57 -3.99). It is noteworthy that the observed relationships occurred at ozone concentrations below 160 micrograms/m3 and after an exercise duration of only 10 minutes.",6.2.1.2,Epidemiology,0,0
38669,,WOS:A1994MY58000009,,Total reactive nitrogen (NOy) as an indicator of the sensitivity of ozone to reductions in hydrocarbon and NOx emissions,"Milford, JB; Gao, D; Sillman, S; Blossey, P; Russell, AG",1994,"For areas in the United States not meeting the federal air quality standard for ozone, an issue of continuing controversy is the emphasis to be placed on controlling nitrogen oxides (NO(x)) in addition to emissions of reactive organic gases (ROG). To assess conditions under which ROG or NO(x) controls would be most effective, we have analyzed predictions from four studies that represent different locations and meteorological conditions, distinct chemical inputs, e.g., with or without significant biogenic emissions, and different air quality models. A consistent association is found between the sensitivity of ozone to reductions in ROG versus NO(x) emissions and the simulated total reactive nitrogen (NO(y)) at the time and place of peak ozone. In the studies examined, ozone was predicted to be reduced most effectively by ROG controls at locations where NO(y) concentrations exceeded a threshold value falling in the range of 10 to 25 ppb, whereas NO(x) controls were predicted to be more effective where NO(y) concentrations were below that threshold. The NO(y) level explains much of the difference in ozone sensitivity at different locations and provides a basis for comparison of predicted sensitivity from different models. In contrast, the morning concentration ratio of ROG to NO(x) that has been used in the past is a less reliable indicator Of 03 sensitivity. Measurement of NO(y) concentrations along with ozone would assist in empirical testing of model predictions of responses to emission reductions.",3.2.4,Temperature and Chemical Precursor Relationships,0,0
38672,,WOS:A1993KN68900025,10.1029/92JD01910,Correlation of ozone with NOy in photochemically aged air,"Trainer, M; Parrish, DD; Buhr, MP; Norton, RB; Fehsenfeld, FC; Anlauf, KG; Bottenheim, JW; Tang, YZ; Wiebe, HA; Roberts, JM; Tanner, RL; Newman, L; Bowersox, VC; Meagher, JF; Olszyna, KJ; Rodgers, MO; Wang, T; Berresheim, H; Demerjian, KL; Roychowdhury, UK",1993,"During the summer of 1988, measurements of photochemical trace species were made at a coordinated network of seven rural sites in the eastern United States and Canada. At six of these sites concurrent measurements of ozone and the sum of the reactive nitrogen species, NO(y), were made, and at four of the sites a measure for the reaction products of the NO(x) oxidation was obtained. Common to all sites, ozone, in photochemically aged air during the summer, shows an increase with increasing NO(y) levels, from a background value of 30-40 parts per billion by volume (ppbv) at NO(y) mixing ratios below 1 ppbv to values between 70 to 100 ppbv at NO(y) levels of 10 ppbv. Ozone correlates even more closely with the products of the NO(x) oxidation. The correlations from the different sites agree closely at mixing ratios of the oxidation products below 5 ppbv, but systematic differences appear at higher levels. Variations in the biogenic hydrocarbon emissions may explain these differences.",3.2.4,Temperature and Chemical Precursor Relationships,0,0
38695,8335566,WOS:A1993LD69900042,,Acute inhalation of ozone stimulates bronchial C-fibers and rapidly adapting receptors in dogs,"Coleridge, JCG; Coleridge, HM; Schelegle, ES; Green, JF",1993,"To identify the afferents responsible for initiating the vagally mediated respiratory changes evoked by acute exposure to ozone, we recorded vagal impulses in anesthetized, open-chest, artificially ventilated dogs and examined the pulmonary afferent response to ozone (2-3 ppm in air) delivered to the lower trachea for 20-60 min. Bronchial C-fibers (BrCs) were the lung afferents most susceptible to ozone, the activity of 10 of 11 BrCs increasing from 0.2 +/- 0.2 to 4.6 +/- 1.3 impulses/s within 1-7 min of ozone exposure. Ten of 15 rapidly adapting receptors (RARs) were stimulated by ozone, their activity increasing from 1.5 +/- 0.4 to 4.7 +/- 0.7 impulses/s. Stimulation of RARs (but not of BrCs) appeared secondary to the ozone-induced reduction of lung compliance because it was abolished by hyperinflation of the lungs. Ozone had little effect on pulmonary C-fibers or slowly adapting pulmonary stretch receptors. Our results suggest that both BrCs and RARs contribute to the tachypnea and bronchoconstriction evoked by acute exposure to ozone when vagal conduction is intact and that BrCs alone are responsible for the vagally mediated tachypnea that survives vagal cooling to 7 degrees C.",5.3.2,Activation of Neural Reflexes,0,0
38807,869593,,,Effects of ozone exposure in Canadians and southern Californians: evidence for adaptation?,"Hackney, JD; Linn, WS; Karuza, SK; Buckley, RD; Law, DC; Bates, DV; Hazucha, M; Pengelly, LD; Silverman, F",1977,"Comparison of published reports on physiological effects of exposure to ozone (O3) suggests that Canadians are more reactive than southern Californians. Responses of subjects and experimental methods were compared in a cooperative investigation of this apparent difference in reactivity. Four Canadians and four Californians were exposed to 0.37 ppm O3 in purified air at 21 degrees C and 50% relative humidity for 2 hours with intermittent light exercise. Exposures to purified air alone served as controls. Responses of subjects were similar to those observed previously: Canadians on the average showed greater clinical and physiological reactivity to exposure than did Californians, who were no more than minimally reactive. Canadians also showed larger increases in erythrocyte fragility following exposure. No methodological differences sufficient to explain different results of previous studies were found. Although other possible explanations have not been ruled out entirely, adaptation of southern Californians to chronic ambient O3 exposure is a rational hypothesis to explain these results.",6.2.1.1,Controlled Human Exposure,0,0
38832,,WOS:A1994NY39600017,10.1029/94JD00739,O3 and NOy relationships at a rural site,"Olszyna, KJ; Bailey, EM; Simonaitis, R; Meagher, JF",1994,"Measurements of O3, NO, NO2, peroxyacetyl nitrate (PAN), HNO3, and NO y were made during a 6-week period in the summer of 1991 in Giles County, Tennessee. These data were analyzed to determine the factors controlling the relationship between O3 and NO y at this rural site. A strong association was observed between the O3 and NO x oxidation product (NO z = NO y ? NO x ) levels. The higher O3 levels were associated with air masses impacted by higher NO x emissions that had been photochemically processed. An analysis of the data indicates that the ultimate O3 production is about 10 molecules of O3 produced for each molecule of NOx emitted. The analysis results also suggest that O3 net production continues until about 70% of the NO x has been converted into NO z . The PAN/HNO3 ratios observed suggest that the air masses in Giles County are composed of higher volatile organic carbon/NO x ratios than the air masses observed at other rural sites in eastern North America. A comparison of the data analysis results to model simulations and smog chamber experiments suggests that most of the time, Giles County is in an NO x -limited regime for O3 production.",3.2.4,Temperature and Chemical Precursor Relationships,0,0
38867,542956,WOS:A1979JJ69200009,10.1016/0300-483X(79)90009-X,Nasopharyngeal removal of ozone in rabbits and guinea pigs,"Miller, FJ; Mcneal, CA; Kirtz, JM; Gardner, DE; Coffin, DL; Menzel, DB",1979,"In estimating pollutant concentrations responsible for observed pulmonary effects, nasopharyngeal removal of the pollutant plays an important role. The nasopharyngeal removal of ozone (O3) in anesthetized male guinea pigs and male and female rabbits was determined by drawing O3 through the isolated upper airways at a constant flow rate which approximated the animal's respiratory minute volume. The tracheal O3 concentration in rabbits and guinea pigs was markedly similar and was linearly related to the chamber concentration of O3 over a range of 196--3920 micrograms/m3 (0.1--2.0 ppm O3). Regression analyses showed that O3 removal in the nasopharyngeal region is approximately 50% in both species. Both rabbit sexes responded similarly over the concentration range studied. Exposures of guinea pigs to O3 concentrations between 3920 and 5880 micrograms/m3 (2.0 and 3.0 ppm) showed that, at these higher concentrations, relatively more O3 is removed by the upper airways.",5.2.2.3,Upper Respiratory Tract Ozone Removal and Dose,0,0
38874,655490,WOS:A1978EY10400004,10.1164/arrd.1978.117.5.835,Health effects of ozone exposure in asthmatics,"Linn, WS; Buckley, RD; Spier, CE; Blessey, RL; Jones, MP; Fischer, DA; Hackney, JD",1978,"To investigate whether ambient air quality standards for ozone adequately protect high-risk populations, we assessed pulmonary and biochemical responses of 22 asthmatic volunteers to 2-hour controlled exposures to ozone at concentrations approximating 0.2 ppm, with secondary stresses of heat and intermittent exercise. All subjects had physician-diagnosed asthma; clinically, they covered a range from minimal wheezing to persistent marked abnormality in forced expiratory performance. Control experiments included repeated sham exposures (to purified air with no ozone added) as well as brief exposures to the odor of ozone followed by purified air. No meaningful changes in forced expiratory measures, lung volumes, or single-breath N2 indices were found after ozone exposure relative to control. Symptoms, scored semiquantitatively, increased slightly but not significantly with exposure to ozone. Small but significant (P is less than 0.05) group mean blood biochemical changes occurred with exposure to ozone; these included increased glucose-6-phosphate dehydrogenase and lactate dehydrogenase activities, increased erythrocyte fragility, and decreased concentration of reduced glutathione. Hemoglobin concentration and acetylcholinesterase activity decreased with ozone and decreased to a lesser extent in control studies. Concentrations of ozone readily attainable in smog episodes thus appear to be capable of affecting blood biochemistry in at least some asthmatic persons, in the absence of obvious adverse pulmonary responses. Whether the biochemical effects represent harm to health or a normal response to stress remains to be determined.",5.4.2.2,Pre existing Diseases and Conditions,0,0
38880,7416576,WOS:A1980JK00100003,10.1164/arrd.1980.121.3.431,Respiratory responses in humans repeatedly exposed to low concentrations of ozone,"Folinsbee, LJ; Bedi, JF; Horvath, SM",1980,"The effect of repeated daily exposure to a low concentration of ozone was studied in healthy adult males to answer 2 questions: (1) Is there a cumulative effect of exposure to ozone from day to day, causing an exacerbation of changes in pulmonary function? (2) Does the subject develop resistance or adaptatin to the respiratory effects of ozone? The subjects were exposed for 2 h in an environmental chamber at 35 degrees C and 45% relative humidity to filtered air on day 1, to ozone on days 2 through 4, and to filtered air on day 5. Three groups of subjects were used, each exposed to a different concentration of ozone: group 1 (n = 10), 0.20 ppm of ozone; group 2 (n = 10), 0.35 ppm of ozone; group 3 (n = 8), 0.50 ppm of ozone. There were no acute or cumulative effects of repeated exposure to 0.20 ppm of ozone. With exposure to 0.35 ppm of ozone, there were decrements in forced expiratory parameters on day 2. These changes were greater on day 3, but wre largely absent on days 4 and 5. In group 3, there were marked effects of ozone on pulmonary function on day 2, but these changes were greatest on day 3. Significant effects (although of lesser magnitude) were also observed on day 4. The forced expiratory volume in 1 s decreased 8.7% on day 2, 16.5% on day 3, and 3.6% on day 4. The subjects claimed the most discomfort on day 3; many noted marked improvements on day 4, the third consecutive day of exposure to ozone. Two additional subjects were exposed to 0.50 ppm of ozone for 4 consecutive days. Although effects of ozone on pulmonary function were observed on the first 2 days of exposure, few effects were seen on the third day, and no effect was observed on the fourth day. We conclude that there is some short-term cumulative effect of exposure to concentrations of ozone above the threshold for producing acute respiratory effects. This is followed by a period of resistance or adaptation in which there is a marked lessening of the effect of ozone on pulmonary function and on the subjective feelings of discomfort associated with exposure to ozone.",6.2.1.1,Controlled Human Exposure,0,0
38940,,WOS:A1976CX44200027,,Free radical reactions in biology: Initiation of lipid autoxidation by ozone and nitrogen dioxide,"Pryor, WA",1976,,5.2.3,Ozone Reactions and Reaction Products,0,0
38953,8087337,WOS:A1994PH35200013,10.1164/ajrccm.150.3.8087337,Ozone dose and effect in humans and rats: A comparison using oxygen-18 labeling and bronchoalveolar lavage,"Hatch, GE; Slade, R; Harris, LP; Mcdonnell, WF; Devlin, RB; Koren, HS; Costa, DL; Mckee, J",1994,"In an effort to improve risk assessments for ozone (O3) we compared the incorporation of inhaled oxygen-18-labeled O3 (18O3) into the lungs of humans and laboratory rats. Cells and fluids obtainable through bronchoalveolar lavage (BAL) were examined after exposure to 18O3 to determine whether excess 18O concentrations (presumed to be reaction products of 18O3) could be detected and equated to the O3 dose to the lung. Three O3 effect measurements (increased BAL protein and neutrophils and decreased BAL macrophages) were also made in subjects or animals exposed in parallel to determine whether there was a correspondence between dose and effect measurements. Eight human male volunteers 18 to 35 yr of age were exposed to 18O3 (0.4 ppm for 2 h) with 15-min alternating periods of heavy treadmill exercise and rest. Rats (F344) were exposed identically, except without exercise. 18O3 was generated directly from pure 18O2. BAL cells and centrifugally separable surfactant material were freeze-dried and analyzed by mass spectrometer for excess 18O. Results showed that the exercising humans had four- to fivefold higher 18O concentrations in all of their BAL constituents than did the rats. The humans also had significant increases in all of the effects markers after 0.4 ppm O3, whereas the rats did not. Rats that were exposed to higher concentrations of 18O3 (2.0 ppm) had levels of 18O in BAL that were more comparable to but still lower than those of exercising humans. Changes in all of the effects markers in these rats were comparable or higher than in exercising humans. Therefore, it appears that O3 toxicity in resting rats underestimates effects in exercising humans because rats have a lower than expected dose of O3 to the distal lung. The dose and effect linkage between rats and human should improve extrapolation of animal toxicity data to humans.",5.5.1,Interspecies Dosimetry,3.1.2,"Population, Exposure, Comparison, Outcome, and Study Design (PECOS) Tool"
39060,,,,The influence of exercise on the pulmonary function changes due to exposure to low concentrations of ozone,"Folinsbee, LJ; Drinkwater, BL; Bedi, JF; Horvath, SM",1978,,6.2.1.1,Controlled Human Exposure,0,0
39061,7743405,WOS:A1995QU82900002,10.1080/10473289.1995.10467362,Assessment of ozone exposures in the greater metropolitan Toronto area,"Liu, LJS; Koutrakis, P; Leech, J; Broder, I",1995,"An ozone (O-3) exposure assessment study was conducted in Toronto, Ontario, Canada during the winter and summer of 1992. A new passive O-3 sampler developed by Harvard was used to measure indoor, outdoor, and personal O-3 concentrations. Measurements were taken weekly and daily during the winter and summer, respectively. Indoor samples were collected at a total of 50 homes and workplaces of study participants. Outdoor O-3 concentrations were measured both at home sites using the passive sampler and at 20 ambient monitoring sites with continuous monitors. Personal O-3 measurements were collected from 123 participants, who also completed detailed time-activity diaries. A total of 2,274 O-3 samples were collected. In addition, weekly air exchange rates of homes were measured. This study demonstrates the performance of our O-3 sampler for exposure assessment. The data obtained are further used to examine the relationships between personal, indoor (home and workplace), and outdoor O-3 concentrations, and to investigate outdoor and indoor spatial variations in O-3 concentrations. Based on home outdoor and indoor, workplace, and ambient O-3 concentrations measured at the Ontario Ministry of the Environment (MOE) sites, the traditional microenvironmental model predicts 72% of the variability in measured personal exposures. An alternative personal O-3 exposure model based on outdoor measurements and time-activity information is able to predict the mean personal exposures in a large population, with the highest R(2) value of 0.41.",4.3.2,Indoor-Outdoor Concentration Relationships,0,0
39089,1030397,WOS:A1976DT41200022,10.1289/ehp.7618141,Studies in adaptation to ambient oxidant air pollution: effects of ozone exposure in Los Angeles residents vs new arrivals,"Hackney, JD; Linn, WS; Buckley, RD; Hislop, HJ",1976,"To test the hypothesis that adaptation protecting against acute effects of ambient ozone (O3) exposures develops in Los Angeles residents, human volunteers were exposed to 0.4 ppm O3 under conditions simulating ambient pollution exposures. Blood biochemical, pulmonary physiological, and clinical responses were assessed. Los Angeles residents (N = 6) showed only minimal clinical or physiological response to O3, while new arrivals (N = 9) showed significant losses in pulmonary function and a tendency toward increased symptoms. Most biochemical responses did not differ significantly between residents and new arrivals. These results agree with others in suggesting that exposures to elevated ambient concentrations of O3 produce adaptation in a least some residents of photochemical pollution areas. The underlying mechanisms and long-term consequences of such adaptation are unknown.",6.2.1.1,Controlled Human Exposure,0,0
39203,8335565,WOS:A1993LD69900041,,Contribution of vagal afferents to respiratory reflexes evoked by acute inhalation of ozone in dogs,"Schelegle, ES; Carl, ML; Coleridge, HM; Coleridge, JCG; Green, JF",1993,"Acute inhalation of ozone induces vagally mediated rapid shallow breathing and bronchoconstriction. In spontaneously breathing anesthetized dogs, we attempted to determine whether afferent vagal C-fibers in the lower airways contributed to these responses. Dogs inhaled 3 ppm ozone for 40-70 min into the lower trachea while cervical vagal temperature was maintained successively at 37, 7, and 0 degrees C. At 37 degrees C, addition of ozone to the inspired air decreased tidal volume and dynamic lung compliance and increased breathing frequency, total lung resistance, and tracheal smooth muscle tension. Ozone still evoked significant effects when conduction in myelinated vagal axons was blocked selectively by cooling the nerves to 7 degrees C. Ozone-induced effects were largely abolished when nonmyelinated vagal axons were blocked by cooling to 0 degree C, breathing during ozone inhalation at 0 degree C being generally similar to that during air breathing at 0 degree C, except that minute volume and inspiratory flow were higher. We conclude that afferent vagal C-fibers in the lower airways make a major contribution to the acute respiratory effects of ozone and that nonvagal afferents contribute to the effects that survive vagal blockade.",5.3.2,Activation of Neural Reflexes,0,0
39208,1155969,WOS:A1975AL53900002,,Experimental studies on human health effects of air pollutants: II. Four-hour exposure to ozone alone and in combination with other pollutant gases,"Hackney, JD; Linn, WS; Mohler, JG; Pedersen, EE; Breisacher, P; Russo, A",1975,"Eight adult male volunteers were exposed to ozone (O3) alone and then in combination with nitrogen dioxide and carbon monoxide under conditions simulating ambient air pollution exposures. Four ""normal"" men showed few or no effects from repeated exposures. Four male volunteers with a history of ""hyperreactive"" airways, but with normal base line pulmonary function spirometric studies, after O3 exposure developed definite symptoms and decrement in pulmonary function.",6.2.1.1,Controlled Human Exposure,0,0
39211,,,,Transfer standards for the calibration of ambient air monitoring analyzers for ozone: Technical assistance document,,1979,,3.5.4,Monitor Calibration,0,0
39220,507522,WOS:A1979HV64200011,10.1164/arrd.1979.120.5.1059,Effect of ozone on bronchial reactivity in atopic and nonatopic subjects,"Holtzman, MJ; Cunningham, JH; Sheller, JR; Irsigler, GB; Nadel, JA; Boushey, HA",1979,,5.3.5,Sensitization of Bronchial Smooth Muscle,0,0
39221,7235372,WOS:A1981LQ23700004,10.1164/arrd.1981.123.5.496,Adaptation to ozone: Duration of effect,"Horvath, SM; Gliner, JA; Folinsbee, LJ",1981,"Repeated ozone exposure induces an adaptative response whereby subsequent ozone exposure induces little or no pulmonary function change. The time course of the adaptation and the persistence of this adaptation was determined in 24 subjects. Subjects were studied for 125 min while they exercised intermittently. They were exposed to filtered air for 1 day and then in the next week for 5 consecutive days to 0.5 ppm ozone. After the fifth day, subjects were randomly assigned to return for one more ozone exposure at 1, 2, or 3 wk. The greatest decrement in FEV1 occurred on the second day of exposure. The number of consecutive ozone exposures required to produce adaptation varied from 2 to 5 days. Persistence of adaptation in ozone-sensitive subjects (initial decrease in FEV1 greater than 10%) showed marked individual variability, but the duration of adaptation was shortest for the more sensitive subjects. Adaptation, on the average, lasted for less than 2 wk, being as short as 7 days and as long as 20 days. We concluded that more sensitive subjects required more daily sequential exposures in order to adapt.",5.4.2.5,Attenuation of Responses,0,0
39222,496761,WOS:A1979HL25500005,,Pulmonary function and maximum exercise responses following acute ozone exposure,"Horvath, SM; Gliner, JA; Matsen-Twisdale, JA",1979,"We examined changes in pulmonary function during resting exposure to concentrations of ozone at 0.75, 0.50, 0.25, and 0.00 parts/million (ppm), and determined the effect these exposures had on a subsequent maximum exercise test using filtered air. In order to determine if recovery of pulmonary function would be facilitated by increased ventilation due to maximum exercise, a control condition was conducted with subjects resting for a period equivalent to the maximum exercise condition. Eight males and five females participated in eight different conditions in order to answer these two questions. Resting 2-h exposure to 0.75 and 0.50 ppm ozone caused significant decrements in forced vital capacity of 10% and 5%, respectively. However, 0.00 and 0.25 ppm ozone induced no pulmonary decrement. None of the pollutant conditions reduced subsequent maximum exercise performance (ml O2.min-1.kg-1, heart rate, and total performance time). The pulmonary function responses after the maximum capacity test returned to pre-ozone values for the 0.50 ppm condition, but were still significantly decreased for the 0.75 ppm condition. The increased ventilatory exchanges from maximum exercise did not facilitate the return of pulmonary function. It appeared that increased ventilation during ozone exposure plays a significant role only in inducing pulmonary function decrement, but not in facilitating the return of pulmonary function to normal values.",6.2.1.1,Controlled Human Exposure,0,0
39228,452041,WOS:A1979GV66400003,10.1016/S0041-008X(79)80004-6,Studies on the developmental toxicity of ozone. I. Prenatal effects,"Kavlock, R; Daston, G; Grabowski, CT",1979,"Ozone, the predominant oxidant in photochemical smog, produces pulmonary and systemic toxicities, and yet possible effects on the fetus have received little attention. Long-Evans rats were exposed during early (Day 6?9), mid (Day 9?12) or late (Day 17?20) gestation, or throughout the period of organogenesis (Day 6?15) to concentrations of ozone varying from 0 to 1.97 ppm. No terata were produced by any regimen, but the resorption rate was increased following exposure to concentrations of ozone above 1.26 ppm in midgestation. Exposure to ambient levels (0.44 ppm) for 8 hr/day during the period of organogenesis produced no significant effects. Fetal heart rates, electrocardiograms, hematocrits, and plasma electrolytes were unaltered by exposure to 1 ppm during mid- or late gestation when examined on Day 20. Finally, sodium salicylate (150 mg/kg on Day 10) was shown to be synergistic with ozone (1 ppm in midgestation), in that the combined treatment decreased fetal weight, and to a lesser extent increased the resorption rate. These effects were minimal from either treatment administered alone.",5.4.2.4,Lifestage,7.1.2.3.2,Toxicological Evidence of Effects on Female Reproduction
39357,8466113,WOS:A1993KV72400004,10.1164/ajrccm/147.4.804,The pulmonary response of white and black adults to six concentrations of ozone,"Seal, E, Jr; Mcdonnell, WF; House, DE; Salaam, SA; Dewitt, PJ; Butler, SO; Green, J; Raggio, L",1993,"Many early studies of respiratory responsiveness to ozone (O3) were done on healthy, young, white males. The purpose of this study was to determine whether gender or race differences in O3 response exist among white and black, males and females, and to develop concentration-response curves for each of the gender-race groups. Three hundred seventy-two subjects (n &gt; 90 in each gender-race group), ages 18 to 35 yr, were exposed once for 2.33 h to 0.0 (purified air), 0.12, 0.18, 0.24, 0.30, or 0.40 ppm O3. Each exposure was preceded by baseline pulmonary function tests and a symptom questionnaire. The first 2 h of exposure included alternating 15-min periods of rest and exercise on a motorized treadmill producing a minute ventilation (VE) of 25 L/min/m2 body surface area (BSA). After exposure, subjects completed a set of pulmonary function tests and a symptom questionnaire. Lung function and symptom responses were expressed as percent change from baseline and analyzed using a nonparametric two factor analysis of variance. Three primary variables were analyzed: FEV1, specific airway resistance (SRaw), and cough. Statistical analysis demonstrated no significant differences in response to O3 among the individual gender-race groups. For the group as a whole, changes in the variables FEV1, SRaw, and cough were first noted at 0.12, 0.18, and 0.18 ppm O3, respectively. Adjusted for exercise difference, concentration-response curves for FEV1 and cough among white males were consistent with previous reports (1).",6.2.1.1,Controlled Human Exposure,0,0
39418,7160354,WOS:A1982PV97500014,10.1016/0013-9351(82)90039-1,Protein accumulation in lung lavage fluid following ozone exposure,"Hu, PC; Miller, FJ; Daniels, MJ; Hatch, G",1982,"Accumulation of protein in lung lavage fluid was used as an indicator of pulmonary damage following exposure of guinea pigs to O3. Exposure of animals to 510, 1000, or 1960 ?g/m3 (0.26, 0.51, or 1.0 ppm) of O3 for 72 hr resulted in significantly elevated levels of lavage fluid protein when compared to that of air controls. This effect was not observed in animals exposed to 196 ?g O3/m3 (0.10 ppm). When exposure time was reduced to 3 hr, the O3-induced protein accumulation in lavage fluids was undetectable unless the time of lavage was delayed 10?15 hr following the exposure. Under these conditions, elevated protein content was seen in lung lavage fluids obtained from animals exposed to O3 ranging from 510 to 1470 ?g O3/m3 (0.26-0.75 ppm) and a dose relationship between the amount of protein accumulation in the lung and the concentration of O3 to which the animals were exposed was observed. Vitamin C deficiency did not enhance this O3-induced lesion in guinea pigs. The dose relationship has also been confirmed by polyacrylamide gel electrophoresis of the lavage fluids. Lung lavage fluid protein content in animals exposed to 353 ?g O3/m3 (0.18 ppm) for 8 hr/day for 5 or 10 consecutive days was not different from that of air controls.",5.3.3,Initiation of inflammation,0,0
39493,6723600,WOS:A1984SV48300012,,Changes in airway permeability and responsiveness after exposure to ozone,"Abraham, WM; Delehunt, JC; Yerger, L; Marchette, B; Oliver, W, Jr",1984,"The purpose of this investigation was to examine the relationship between airway responsiveness and the permeability of histamine through the airways in conscious sheep after exposure to ozone (O3). Airway responsiveness was assessed by measuring the change from baseline in mean pulmonary flow resistance following a controlled 2-min inhalation challenge with 1% histamine, containing 200 microCi/ml of [3H]histamine. The rate of appearance of the [3H]histamine in the plasma during inhalation challenge was used to estimate airway permeability. To perturb the airways, conscious sheep were exposed to either 0.5 or 1.0 ppm O3 for 2 hr via an endotracheal tube. Airway responsiveness and airway permeability were measured prior to and 1 day after exposure. In six sheep exposed to 0.5 ppm O3, increased airway responsiveness and airway permeability were observed 1 day after exposure. Four of seven sheep exposed to 1.0 ppm O3 had enhanced airway responsiveness and airway permeability, while the remaining three sheep showed corresponding decreases in airway responsiveness and airway permeability. Since the O3-induced directional changes in airway responsiveness paralleled the directional changes in airway permeability in both the positive and negative directions, it was concluded that changes in airway responsiveness to inhaled histamine following exposure to O3 may be related to concomitant changes in airway permeability to this agent.",5.3.4,Alteration of Epithelial Barrier Function,0,0
39610,6807152,WOS:A1982NS89400009,,The acute effects of 0.2 ppm ozone in patients with chronic obstructive pulmonary disease,"Solic, JJ; Hazucha, MJ; Bromberg, PA",1982,,6.2.1.1,Controlled Human Exposure,0,0
39645,7091871,WOS:A1982NS89400008,10.1164/arrd.1982.125.6.658,Short-term respiratory effects of 0.12 ppm ozone exposure in volunteers with chronic obstructive pulmonary disease,"Linn, WS; Fischer, DA; Medway, DA; Anzar, UT; Spier, CE; Valencia, LM; Venet, TG; Hackney, JD",1982,"Twenty-five volunteers with chronic obstructive pulmonary disease of mild to moderately severe degree underwent 1-h exposures to 0.12 ppm ozone (O2) in purified air with intermittent mild exercise. Their responses were assessed in terms of forced expiratory performance, ear oximetry, and reported symptoms. Control studied consisted of similar exposures to purified air alone. Control studies were separated from O2 exposures by 1 month, and the order was randomized. All studies took place in a controlled-environment chamber, and were preceded by approximately 1 h of rest in a purified-air environment. No significant disturbances in forced expiratory performance or symptoms attributable to O2 exposure were found. A slight but significant tendency to decreased arterial hemoglobin oxygen saturation (SaO2) during exercise in O2 was observed. The decrement in SaO2 with O2 relative to clean air (mean 1.3%) was near the limit of resolution of the ear oximeter test and was detected by signal averaging, thus its physiologic or clinical significance is uncertain.",6.2.1.1,Controlled Human Exposure,0,0
39646,,WOS:A1982NP34500002,,Persistence of adaptation to ozone in volunteers exposed repeatedly for six weeks,"Linn, WS; Medway, DA; Anzar, UT; Valencia, LM; Spier, CE; Tsao FS-D; Fischer, DA; Hackney, JD",1982,,5.4.2.5,Attenuation of Responses,0,0
